,Target
1825,4.6741
1826,4.7665
1827,4.5336
1828,4.5450
1829,4.5576
1830,4.7007
1831,4.8083
1832,4.8501
1833,4.7615
1834,4.7931
1835,4.8805
1836,4.9235
1837,4.7805
1838,4.6969
1839,4.7235
1840,4.6045
1841,4.6602
1842,4.6209
1843,4.8083
1844,4.7336
1845,4.7640
1846,4.8425
1847,4.8235
1848,4.8412
1849,4.8552
1850,5.1590
1851,5.2603
1852,5.2527
1853,5.4679
1854,5.5236
1855,5.4806
1856,5.5705
1857,5.5464
1858,5.5236
1859,5.5692
1860,5.5451
1861,5.3995
1862,5.4122
1863,5.4679
1864,5.4717
1865,5.4071
1866,5.4426
1867,5.3995
1868,5.5477
1869,5.4920
1870,5.5705
1871,5.8363
1872,6.0364
1873,5.8553
1874,5.9693
1875,5.8616
1876,5.8021
1877,5.8072
1878,5.7907
1879,5.7945
1880,5.8313
1881,5.7907
1882,5.8034
1883,5.8958
1884,5.9363
1885,5.8566
1886,5.8515
1887,6.1781
1888,6.1630
1889,6.3022
1890,6.4959
1891,6.5073
1892,6.4339
1893,6.2807
1894,6.3136
1895,6.4833
1896,6.6643
1897,6.7339
1898,6.5972
1899,6.5706
1900,6.7352
1901,6.8162
1902,6.7656
1903,6.4668
1904,6.6263
1905,6.7871
1906,6.8922
1907,6.8048
1908,6.6820
1909,6.5453
1910,6.4946
1911,6.3769
1912,6.5314
1913,6.2351
1914,6.8036
1915,6.8365
1916,6.7656
1917,6.6099
1918,6.9555
1919,7.1074
1920,7.0466
1921,7.1897
1922,7.1023
1923,7.2201
1924,7.0150
1925,6.8960
1926,7.2910
1927,7.2796
1928,7.5897
1929,7.8303
1930,7.7417
1931,7.6252
1932,7.5834
1933,7.6100
1934,7.7455
1935,7.7910
1936,7.7797
1937,7.8847
1938,8.2228
1939,8.1683
1940,8.1734
1941,8.2240
1942,8.4215
1943,8.4962
1944,8.7785
1945,8.8190
1946,8.6215
1947,8.5861
1948,9.0647
1949,9.1951
1950,9.0925
1951,9.3748
1952,9.3622
1953,9.3786
1954,9.4103
1955,9.4837
1956,9.4926
1957,9.1166
1958,9.1381
1959,9.0026
1960,9.0368
1961,9.1292
1962,9.3052
1963,9.3710
1964,9.2862
1965,9.3976
1966,9.3141
1967,9.0457
1968,9.1014
1969,9.4634
1970,9.4913
1971,9.4166
1972,9.6597
1973,9.6280
1974,10.2370
1975,10.6218
1976,10.6714
1977,10.8358
1978,10.7244
1979,10.4434
1980,10.0059
1981,9.6330
1982,9.8331
1983,9.6268
1984,9.3938
1985,9.1571
1986,9.1191
1987,9.4951
1988,9.5597
1989,9.5483
1990,9.1280
1991,9.0959
1992,8.5203
1993,8.5582
1994,8.7114
1995,8.2228
1996,8.5215
1997,8.1924
1998,8.5639
1999,8.7633
2000,8.9343
2001,8.8988
2002,8.7456
2003,9.0292
2004,9.0836
2005,9.0469
2006,8.9874
2007,8.6709
2008,8.7482
2009,8.8127
2010,8.5734
2011,8.2899
2012,8.3949
2013,8.3126
2014,8.0936
2015,7.9999
2016,8.3152
2017,8.5228
2018,8.3848
2019,8.1417
2020,8.1860
2021,8.1012
2022,7.8252
2023,7.8075
2024,7.6163
2025,7.5910
2026,7.5340
2027,7.4328
2028,7.8911
2029,7.9442
2030,7.9404
2031,7.9316
2032,7.7442
2033,8.5089
2034,9.0191
2035,8.8355
2036,8.6937
2037,8.6076
2038,8.4456
2039,8.4151
2040,8.2052
2041,8.3835
2042,8.3114
2043,8.5620
2044,8.4874
2045,8.3240
2046,8.3772
2047,8.6279
2048,8.7811
2049,8.9115
2050,8.8115
2051,9.0672
2052,9.0064
2053,9.0052
2054,9.1014
2055,9.1014
2056,8.9925
2057,8.9381
2058,8.6279
2059,8.5709
2060,8.5823
2061,8.2266
2062,8.2620
2063,7.9987
2064,8.1671
2065,8.0240
2066,7.9949
2067,8.0189
2068,8.1443
2069,8.0454
2070,7.7505
2071,7.5670
2072,7.8708
2073,7.8062
2074,7.5961
2075,7.5610
2076,7.4144
2077,7.6923
2078,7.5353
2079,7.2163
2080,7.3847
2081,7.2935
2082,7.5176
2083,7.2872
2084,7.2416
2085,7.2758
2086,7.3252
2087,7.5429
2088,7.4480
2089,7.4682
2090,7.2707
2091,7.0922
2092,7.4657
2093,7.2505
2094,7.3365
2095,7.2165
2096,7.0606
2097,7.0137
2098,6.9631
2099,7.0454
2100,6.7048
2101,6.6149
2102,6.4149
2103,6.6301
2104,6.6972
2105,6.8491
2106,7.6594
2107,7.6872
2108,7.7759
2109,7.8402
2110,8.0860
2111,8.0265
2112,8.3038
2113,8.6038
2114,8.5051
2115,8.6291
2116,8.8102
2117,8.6469
2118,8.5089
2119,8.2012
2120,8.0506
2121,8.1113
2122,8.0582
2123,8.0949
2124,8.4127
2125,8.6064
2126,8.5570
2127,8.5975
2128,8.4266
2129,8.5608
2130,8.5215
2131,8.5848
2132,8.7038
2133,8.4798
2134,8.4165
2135,8.4772
2136,8.5899
2137,8.6570
2138,9.0495
2139,8.8659
2140,9.2166
2141,9.1811
2142,9.1786
2143,9.1951
2144,9.3938
2145,9.3900
2146,9.3812
2147,9.3546
2148,9.3394
2149,9.5280
2150,9.4508
2151,9.2419
2152,9.5900
2153,9.8255
2154,9.6736
2155,9.7496
2156,9.7458
2157,9.4774
2158,9.3774
2159,9.5432
2160,9.4736
2161,9.3963
2162,9.4483
2163,9.3444
2164,9.2710
2165,9.5280
2166,9.4976
2167,9.5457
2168,9.4052
2169,9.4356
2170,10.0002
2171,10.1218
2172,10.3129
2173,10.2610
2174,10.3408
2175,10.4054
2176,10.1800
2177,10.1813
2178,10.2648
2179,10.0218
2180,9.9990
2181,9.9116
2182,10.0914
2183,10.1927
2184,10.4383
2185,10.5510
2186,10.5231
2187,10.6788
2188,10.7611
2189,10.6408
2190,10.8383
2191,10.8687
2192,10.9472
2193,11.2169
2194,11.4334
2195,11.6005
2196,11.3359
2197,11.6233
2198,11.6220
2199,11.6043
2200,11.5612
2201,11.5359
2202,11.5549
2203,11.3726
2204,11.0194
2205,11.1738
2206,11.2359
2207,10.9054
2208,11.2738
2209,11.2105
2210,11.1055
2211,10.8206
2212,10.9270
2213,10.7307
2214,10.4952
2215,10.4066
2216,10.3193
2217,10.3205
2218,10.2382
2219,10.7409
2220,10.6092
2221,10.8447
2222,10.7674
2223,10.8206
2224,11.7195
2225,12.2803
2226,12.1284
2227,11.9790
2228,12.2930
2229,12.0208
2230,11.2764
2231,11.2042
2232,10.9877
2233,10.8497
2234,10.9763
2235,10.9194
2236,10.8092
2237,10.8801
2238,10.8307
2239,10.8535
2240,10.7282
2241,10.7295
2242,10.6269
2243,10.6535
2244,10.9067
2245,10.9105
2246,10.5421
2247,10.7459
2248,10.7231
2249,10.7991
2250,10.7877
2251,10.7396
2252,10.8751
2253,11.2928
2254,11.3321
2255,11.2764
2256,11.2232
2257,10.6256
2258,10.7117
2259,11.0219
2260,10.8130
2261,10.9282
2262,11.1650
2263,11.1055
2264,11.1409
2265,11.1371
2266,11.3777
2267,11.1916
2268,11.3941
2269,11.3397
2270,11.3422
2271,11.5372
2272,11.5815
2273,11.8841
2274,11.8955
2275,11.8398
2276,12.1347
2277,12.0854
2278,11.8043
2279,11.8689
2280,11.7625
2281,11.8562
2282,11.9638
2283,11.9347
2284,11.9866
2285,11.8562
2286,11.9322
2287,11.7220
2288,11.6714
2289,11.4245
2290,11.5752
2291,11.4384
2292,11.4448
2293,11.4283
2294,11.5169
2295,11.8385
2296,11.8043
2297,12.0712
2298,12.5133
2299,12.6500
2300,12.6348
2301,12.5930
2302,12.7095
2303,12.7108
2304,12.7627
2305,13.1564
2306,13.3007
2307,13.5311
2308,13.5894
2309,13.7666
2310,13.8451
2311,13.6122
2312,13.5894
2313,13.8552
2314,13.9287
2315,14.1768
2316,14.3743
2317,14.2920
2318,14.0135
2319,14.3844
2320,14.4769
2321,15.0364
2322,15.3429
2323,14.9896
2324,15.3605
2325,15.5302
2326,15.6530
2327,15.7073
2328,15.7606
2329,15.2162
2330,15.2403
2331,14.8757
2332,15.0339
2333,15.2555
2334,15.8366
2335,15.6555
2336,15.3884
2337,15.6859
2338,15.5720
2339,15.4884
2340,15.1478
2341,15.4314
2342,15.2631
2343,15.4504
2344,15.3517
2345,16.0999
2346,16.8063
2347,16.7494
2348,16.5000
2349,16.7557
2350,16.7607
2351,16.9734
2352,17.4368
2353,17.4836
2354,17.5862
2355,17.4862
2356,17.7242
2357,18.1989
2358,18.1926
2359,17.0772
2360,17.3773
2361,18.4838
2362,18.2116
2363,17.9052
2364,16.6810
2365,17.0912
2366,17.2798
2367,16.6924
2368,17.1228
2369,17.0950
2370,16.9658
2371,16.0011
2372,15.8252
2373,16.1784
2374,15.7024
2375,15.1795
2376,14.8187
2377,15.4530
2378,15.4732
2379,16.1505
2380,16.7759
2381,16.5936
2382,17.1292
2383,16.7430
2384,16.0556
2385,16.9747
2386,17.2494
2387,17.5317
2388,18.2508
2389,17.3140
2390,17.0924
2391,16.6823
2392,17.3077
2393,17.1532
2394,17.3254
2395,17.3697
2396,17.5735
2397,17.5229
2398,17.8407
2399,17.8217
2400,17.7634
2401,18.2496
2402,18.7724
2403,19.3928
2404,19.3409
2405,19.5599
2406,19.4295
2407,19.7927
2408,20.0600
2409,19.9929
2410,19.7802
2411,20.4398
2412,21.2576
2413,21.2513
2414,21.1158
2415,20.5385
2416,21.1745
2417,21.1399
2418,21.4690
2419,21.8704
2420,21.9653
2421,21.5754
2422,22.0742
2423,23.5681
2424,23.5390
2425,23.1402
2426,23.3833
2427,23.4326
2428,23.6744
2429,24.0479
2430,23.7301
2431,23.7846
2432,23.5706
2433,24.2809
2434,23.5858
2435,22.2143
2436,20.9361
2437,19.4662
2438,21.5172
2439,21.0297
2440,20.8006
2441,21.0652
2442,20.7563
2443,21.3766
2444,21.3273
2445,21.7172
2446,21.8440
2447,22.1312
2448,22.8161
2449,23.3314
2450,23.0693
2451,22.6439
2452,22.7642
2453,23.4845
2454,24.0483
2455,24.5986
2456,24.5872
2457,23.8695
2458,24.1631
2459,24.2859
2460,24.1036
2461,23.3453
2462,23.1655
2463,23.1832
2464,23.7010
2465,24.5493
2466,25.1683
2467,25.1873
2468,25.1392
2469,25.2987
2470,25.0772
2471,24.6670
2472,24.6784
2473,22.7946
2474,22.4895
2475,21.6805
2476,22.7123
2477,22.5376
2478,21.8628
2479,22.6338
2480,21.4007
2481,20.2106
2482,20.3689
2483,20.4284
2484,19.7042
2485,17.6067
2486,17.1671
2487,16.4594
2488,16.4594
2489,16.6531
2490,16.7342
2491,17.1368
2492,16.9329
2493,16.6671
2494,16.3771
2495,15.4454
2496,15.3491
2497,15.8859
2498,16.3885
2499,15.8074
2500,16.3822
2501,16.1366
2502,15.7783
2503,15.4681
2504,15.6758
2505,15.3871
2506,15.1238
2507,15.1592
2508,15.0845
2509,15.5669
2510,16.4468
2511,15.8277
2512,15.4112
2513,15.7771
2514,15.7606
2515,15.3099
2516,15.4770
2517,15.1529
2518,16.1227
2519,15.9556
2520,16.1974
2521,16.0290
2522,16.0442
2523,16.8152
2524,16.4164
2525,16.8722
2526,17.6647
2527,17.8483
2528,18.3648
2529,17.7558
2530,18.1053
2531,18.1673
2532,18.9307
2533,18.6724
2534,19.1940
2535,19.3801
2536,19.7359
2537,19.3497
2538,19.1725
2539,19.5662
2540,18.6281
2541,18.7091
2542,18.7851
2543,19.4586
2544,19.5586
2545,20.3879
2546,21.2893
2547,20.2815
2548,20.6221
2549,21.3880
2550,21.4880
2551,21.8058
2552,22.1616
2553,22.0223
2554,22.7882
2555,22.9072
2556,23.3871
2557,23.6314
2558,23.1161
2559,23.4288
2560,23.2250
2561,23.8213
2562,24.0492
2563,23.5808
2564,24.0201
2565,23.7529
2566,23.2440
2567,23.5352
2568,22.5591
2569,22.4148
2570,22.9364
2571,23.6023
2572,23.6757
2573,23.6352
2574,23.8960
2575,23.5605
2576,23.4681
2577,23.4453
2578,23.9821
2579,23.5023
2580,22.9921
2581,23.5023
2582,22.8908
2583,21.9349
2584,21.8223
2585,22.3882
2586,22.9693
2587,22.6300
2588,22.9022
2589,22.1894
2590,21.9223
2591,21.9337
2592,22.4578
2593,21.3019
2594,21.5336
2595,21.1981
2596,22.1147
2597,21.2918
2598,21.5374
2599,22.1755
2600,22.7313
2601,22.0603
2602,22.3616
2603,21.8489
2604,22.0134
2605,21.4766
2606,21.8780
2607,21.7514
2608,20.9082
2609,21.0525
2610,20.5119
2611,21.0487
2612,20.1334
2613,20.5246
2614,19.5472
2615,19.8865
2616,20.2410
2617,20.1233
2618,19.8334
2619,19.3991
2620,20.3372
2621,20.7867
2622,20.7082
2623,21.4653
2624,21.9729
2625,22.3742
2626,22.6996
2627,22.7021
2628,22.2489
2629,22.2046
2630,21.9691
2631,22.2616
2632,22.0653
2633,22.3818
2634,21.8451
2635,21.9831
2636,22.1134
2637,21.9957
2638,21.4627
2639,21.0399
2640,21.1374
2641,20.4107
2642,20.2790
2643,19.9929
2644,19.2029
2645,19.1940
2646,19.3257
2647,18.8560
2648,17.7698
2649,17.7090
2650,16.1834
2651,16.9760
2652,17.8394
2653,16.5911
2654,16.0581
2655,16.2949
2656,16.7025
2657,16.2354
2658,13.3261
2659,14.3895
2660,13.8147
2661,12.6728
2662,12.2892
2663,12.4247
2664,11.2878
2665,11.3675
2666,11.2346
2667,12.2550
2668,13.9591
2669,13.1767
2670,12.4006
2671,12.8994
2672,12.3310
2673,12.4626
2674,11.5828
2675,12.2639
2676,12.4360
2677,12.2018
2678,11.6587
2679,12.6487
2680,13.2362
2681,14.0578
2682,13.6210
2683,13.5413
2684,14.0515
2685,13.0779
2686,12.5462
2687,12.4373
2688,12.1385
2689,11.9980
2690,11.4093
2691,12.2094
2692,11.4245
2693,11.1586
2694,11.3827
2695,10.9244
2696,10.1901
2697,10.4547
2698,11.7676
2699,11.4954
2700,12.0271
2701,11.7321
2702,11.2587
2703,11.7068
2704,12.1411
2705,11.5726
2706,11.9005
2707,12.6247
2708,12.6677
2709,12.4335
2710,12.0271
2711,12.4411
2712,11.9955
2713,12.0816
2714,11.2878
2715,11.3220
2716,11.3941
2717,10.8548
2718,10.9358
2719,10.7662
2720,10.8637
2721,10.9649
2722,10.9244
2723,10.8054
2724,11.4891
2725,11.9740
2726,11.7765
2727,11.5220
2728,11.7359
2729,11.4675
2730,11.2245
2731,11.1042
2732,10.8029
2733,10.5560
2734,10.4231
2735,9.9002
2736,10.4864
2737,11.1865
2738,11.1865
2739,11.3485
2740,11.4865
2741,11.9258
2742,11.7739
2743,11.4106
2744,11.5853
2745,11.7714
2746,11.8436
2747,12.2120
2748,12.6247
2749,12.9779
2750,12.3854
2751,12.2575
2752,12.5677
2753,12.5538
2754,11.9676
2755,11.9474
2756,11.4751
2757,11.5460
2758,11.0080
2759,11.4258
2760,11.5410
2761,11.2916
2762,11.3068
2763,11.1333
2764,11.1878
2765,11.5422
2766,11.2473
2767,10.7991
2768,10.5218
2769,11.2204
2770,11.7334
2771,12.1980
2772,12.1449
2773,12.0803
2774,12.6171
2775,12.8526
2776,12.8652
2777,12.8614
2778,13.6299
2779,13.5248
2780,13.4818
2781,13.9097
2782,13.5273
2783,13.2286
2784,13.3083
2785,13.7603
2786,14.2692
2787,14.6845
2788,14.9959
2789,14.5592
2790,14.7263
2791,15.1377
2792,15.2200
2793,14.9782
2794,14.8934
2795,15.3757
2796,15.6251
2797,15.2555
2798,15.4150
2799,15.3833
2800,15.8758
2801,15.6859
2802,15.7910
2803,15.6862
2804,15.8429
2805,15.9302
2806,16.1088
2807,16.7202
2808,16.8013
2809,16.7747
2810,16.3392
2811,16.3556
2812,16.4037
2813,15.7517
2814,15.1276
2815,15.5656
2816,15.4985
2817,16.0341
2818,16.1353
2819,15.9353
2820,15.7214
2821,15.5087
2822,16.5569
2823,16.8443
2824,17.1000
2825,17.1937
2826,17.6419
2827,17.6596
2828,17.8445
2829,18.1977
2830,18.3154
2831,18.2116
2832,18.0685
2833,17.7558
2834,17.7179
2835,17.3406
2836,17.2292
2837,17.2621
2838,17.1646
2839,17.2026
2840,17.6583
2841,17.3912
2842,16.9658
2843,17.2456
2844,17.7065
2845,18.0331
2846,17.9736
2847,18.0318
2848,18.0825
2849,17.7267
2850,17.5482
2851,17.1418
2852,17.3722
2853,17.2634
2854,17.5368
2855,18.0204
2856,18.0116
2857,18.5952
2858,18.6762
2859,19.2117
2860,19.3585
2861,19.1814
2862,19.8435
2863,19.9802
2864,20.2544
2865,20.2689
2866,20.2562
2867,20.2600
2868,20.6094
2869,20.6854
2870,21.0703
2871,20.9588
2872,20.9031
2873,20.7512
2874,20.9538
2875,20.8538
2876,20.6145
2877,20.9285
2878,21.3222
2879,21.1146
2880,20.2043
2881,20.7626
2882,20.8386
2883,21.0576
2884,21.4235
2885,21.4032
2886,21.4463
2887,21.1943
2888,21.4526
2889,21.5286
2890,21.2956
2891,20.9269
2892,20.9120
2893,21.0854
2894,21.5615
2895,21.8932
2896,21.6665
2897,21.8463
2898,21.7957
2899,21.9932
2900,22.1755
2901,23.0250
2902,23.3643
2903,23.4238
2904,23.2972
2905,23.3554
2906,23.4845
2907,23.2719
2908,23.0883
2909,23.5671
2910,23.4693
2911,23.4656
2912,22.8971
2913,23.4086
2914,23.5509
2915,24.0555
2916,24.0859
2917,23.9618
2918,24.1138
2919,24.1568
2920,24.0568
2921,24.2176
2922,24.1251
2923,23.8074
2924,24.0365
2925,25.1633
2926,25.9431
2927,25.9786
2928,25.8191
2929,25.6342
2930,24.9873
2931,24.3581
2932,24.8582
2933,23.8643
2934,23.9669
2935,23.8960
2936,24.1568
2937,24.5645
2938,24.6037
2939,25.5051
2940,25.6975
2941,25.7317
2942,25.5722
2943,25.8836
2944,26.1596
2945,26.2065
2946,26.0748
2947,25.3848
2948,25.3101
2949,26.0647
2950,25.8824
2951,25.8507
2952,25.3950
2953,25.3089
2954,24.9367
2955,24.8430
2956,24.8746
2957,24.4746
2958,23.9213
2959,24.0378
2960,25.0417
2961,24.8683
2962,24.6455
2963,24.9379
2964,24.5822
2965,24.6911
2966,24.2897
2967,24.7417
2968,25.0962
2969,25.3658
2970,25.5861
2971,26.4647
2972,26.7901
2973,26.4723
2974,26.7939
2975,26.6789
2976,27.0939
2977,27.1408
2978,26.7091
2979,26.6597
2980,26.8369
2981,26.6002
2982,26.2976
2983,26.6686
2984,26.5141
2985,26.0710
2986,27.2243
2987,26.8047
2988,26.3422
2989,25.0354
2990,25.7096
2991,26.0723
2992,26.3184
2993,25.2304
2994,24.3154
2995,24.6531
2996,24.7961
2997,25.2228
2998,24.3138
2999,24.7455
3000,24.5758
3001,24.8379
3002,24.7019
3003,25.1519
3004,25.3684
3005,25.7507
3006,25.6431
3007,25.6909
3008,25.5317
3009,25.3729
3010,24.9479
3011,25.4033
3012,25.5735
3013,25.9052
3014,26.4584
3015,26.4407
3016,26.5015
3017,26.6762
3018,27.7194
3019,27.7358
3020,28.2346
3021,28.4650
3022,28.5486
3023,28.6879
3024,28.3384
3025,28.4157
3026,28.3739
3027,28.4410
3028,28.1371
3029,28.4536
3030,28.9107
3031,29.0385
3032,28.6942
3033,29.2322
3034,29.4209
3035,29.8583
3036,29.7513
3037,29.8741
3038,30.1931
3039,30.3261
3040,30.4603
3041,30.3780
3042,30.6109
3043,30.6742
3044,30.6920
3045,31.1047
3046,31.5136
3047,31.3212
3048,31.2794
3049,30.9654
3050,32.8176
3051,33.7354
3052,34.2874
3053,34.1191
3054,33.1746
3055,33.1189
3056,34.0102
3057,33.0543
3058,33.7203
3059,32.7492
3060,32.4080
3061,31.1756
3062,29.8602
3063,32.1555
3064,32.4758
3065,33.1809
3066,32.7087
3067,32.1339
3068,32.1846
3069,31.9491
3070,31.4402
3071,30.1007
3072,30.6780
3073,31.2401
3074,31.0452
3075,30.9045
3076,32.0744
3077,32.5213
3078,33.0214
3079,33.4164
3080,33.3113
3081,32.4055
3082,31.7693
3083,31.5655
3084,30.7894
3085,31.7149
3086,32.0947
3087,32.1922
3088,32.8771
3089,33.8342
3090,34.4191
3091,34.6981
3092,34.2039
3093,34.6698
3094,34.3052
3095,34.0558
3096,33.7646
3097,33.9671
3098,32.4315
3099,31.8440
3100,31.4579
3101,31.2629
3102,31.4769
3103,32.7473
3104,32.6745
3105,32.8682
3106,32.5726
3107,31.8780
3108,31.9956
3109,31.8339
3110,31.6377
3111,31.0907
3112,31.8896
3113,32.1871
3114,32.7928
3115,32.9087
3116,32.8252
3117,33.4329
3118,33.0379
3119,32.6771
3120,32.5682
3121,33.1506
3122,33.1607
3123,33.2936
3124,33.1316
3125,32.9279
3126,33.1379
3127,32.8416
3128,31.6744
3129,31.8769
3130,31.5364
3131,31.3515
3132,31.8997
3133,32.0390
3134,31.6351
3135,31.6047
3136,31.1186
3137,30.3755
3138,30.7502
3139,30.4198
3140,30.5894
3141,30.7008
3142,30.7768
3143,31.6921
3144,31.9251
3145,32.7606
3146,32.6391
3147,33.2860
3148,33.3050
3149,33.3480
3150,33.8076
3151,33.9367
3152,34.2102
3153,35.0141
3154,34.8622
3155,35.8573
3156,35.9257
3157,36.4295
3158,36.5776
3159,37.0081
3160,36.8617
3161,36.3169
3162,36.3814
3163,35.9231
3164,35.7674
3165,35.2762
3166,36.5802
3167,36.6118
3168,36.6156
3169,37.2296
3170,37.3930
3171,37.7956
3172,37.9981
3173,38.2728
3174,39.8465
3175,40.2592
3176,39.1818
3177,39.3135
3178,39.1856
3179,38.9261
3180,39.0995
3181,38.9995
3182,38.9717
3183,38.6438
3184,38.1045
3185,38.5096
3186,39.1654
3187,39.6009
3188,40.2934
3189,40.1491
3190,40.3377
3191,40.0161
3192,40.2630
3193,40.0889
3194,38.9970
3195,38.8710
3196,38.1817
3197,38.0437
3198,39.0476
3199,38.8324
3200,39.6718
3201,39.0856
3202,39.8535
3203,39.8794
3204,40.1162
3205,39.3920
3206,40.0567
3207,40.2782
3208,40.1883
3209,40.5314
3210,40.2858
3211,40.6403
3212,40.4817
3213,40.5833
3214,40.7238
3215,40.5491
3216,40.5580
3217,40.6707
3218,40.5896
3219,40.7922
3220,41.0448
3221,41.1657
3222,40.9682
3223,41.1049
3224,41.2049
3225,41.1821
3226,40.9758
3227,40.8365
3228,41.7240
3229,41.9417
3230,42.2848
3231,42.2507
3232,42.5532
3233,43.3552
3234,43.2521
3235,43.6040
3236,43.7635
3237,44.1180
3238,43.1267
3239,42.8976
3240,42.1177
3241,41.3632
3242,42.7216
3243,43.2217
3244,43.5319
3245,43.4508
3246,42.5507
3247,42.9584
3248,43.6812
3249,43.5914
3250,43.4800
3251,43.8674
3252,44.5485
3253,44.9688
3254,45.3435
3255,44.8852
3256,45.1777
3257,45.4727
3258,45.5638
3259,45.9727
3260,45.3612
3261,44.3814
3262,42.8685
3263,43.3761
3264,43.4091
3265,44.0775
3266,44.7168
3267,44.2231
3268,44.5789
3269,45.5208
3270,45.5765
3271,44.9890
3272,45.0397
3273,44.6232
3274,43.8889
3275,44.5624
3276,44.7612
3277,43.7319
3278,41.7797
3279,42.3659
3280,41.8633
3281,42.9558
3282,43.1964
3283,42.9419
3284,43.6737
3285,44.5054
3286,44.3662
3287,44.4320
3288,44.1370
3289,44.1215
3290,43.6217
3291,43.1951
3292,42.9039
3293,42.7963
3294,42.8014
3295,42.4190
3296,41.8797
3297,42.0823
3298,42.5545
3299,42.0848
3300,41.4569
3301,42.0126
3302,42.7735
3303,43.3496
3304,44.3986
3305,44.6914
3306,44.3636
3307,44.3294
3308,43.8990
3309,44.3269
3310,43.8395
3311,44.0826
3312,44.2560
3313,43.8990
3314,43.8876
3315,44.0066
3316,44.2408
3317,43.9598
3318,43.8762
3319,43.1077
3320,42.1962
3321,42.5558
3322,43.0280
3323,43.1115
3324,42.4393
3325,42.3355
3326,42.0557
3327,42.6368
3328,42.4114
3329,42.7165
3330,44.0357
3331,43.7420
3332,43.8170
3333,43.4800
3334,42.7963
3335,42.0367
3336,42.0620
3337,41.9671
3338,41.2594
3339,41.3480
3340,42.0873
3341,41.3670
3342,41.1657
3343,40.5453
3344,39.9199
3345,41.1834
3346,40.8428
3347,41.9342
3348,41.3163
3349,42.0367
3350,42.4444
3351,42.2899
3352,42.4963
3353,43.4572
3354,44.2383
3355,44.5333
3356,45.2220
3357,45.5398
3358,44.8169
3359,44.7852
3360,45.3258
3361,45.2941
3362,46.1993
3363,47.3236
3364,47.7097
3365,48.9820
3366,49.0314
3367,49.7923
3368,50.4506
3369,51.0722
3370,49.7024
3371,49.6049
3372,49.4353
3373,50.2291
3374,49.2365
3375,49.6999
3376,47.7755
3377,47.3008
3378,44.7168
3379,47.3502
3380,46.0436
3381,47.3109
3382,47.7274
3383,48.5402
3384,48.1693
3385,48.1642
3386,46.3424
3387,45.0739
3388,45.1258
3389,47.2982
3390,47.6249
3391,47.3134
3392,48.5617
3393,49.3707
3394,49.3732
3395,48.7200
3396,48.2389
3397,47.3552
3398,48.0756
3399,48.6060
3400,48.6326
3401,47.7895
3402,48.1009
3403,48.6934
3404,49.2859
3405,49.7492
3406,50.7038
3407,52.1129
3408,52.3433
3409,52.1775
3410,50.8709
3411,51.1849
3412,51.0418
3413,50.5468
3414,50.2620
3415,49.4467
3416,48.2756
3417,47.4248
3418,47.1590
3419,47.8869
3420,47.7755
3421,46.8172
3422,49.2239
3423,50.6772
3424,50.9178
3425,51.7078
3426,53.4258
3427,53.1713
3428,53.4561
3429,50.4658
3430,50.0468
3431,49.7379
3432,51.3710
3433,50.3582
3434,50.7165
3435,51.2343
3436,51.2672
3437,51.2457
3438,50.1987
3439,50.3126
3440,51.0292
3441,50.6709
3442,50.6063
3443,51.4292
3444,50.0430
3445,48.7694
3446,48.6934
3447,48.0148
3448,49.2264
3449,48.7124
3450,47.7806
3451,47.4679
